zone,code
India-Madhya Pradesh,917608
India-Madhya Pradesh,917609
India-Madhya Pradesh,91761
India-Madhya Pradesh,917621
India-Madhya Pradesh,917622
India-Madhya Pradesh,917623
India-Madhya Pradesh,917624
India-Madhya Pradesh,917625
India-Madhya Pradesh,917626
India-Madhya Pradesh,917627
India-Madhya Pradesh,917628
India-Madhya Pradesh,917629
India-Madhya Pradesh,917630
India-Madhya Pradesh,917632
India-Madhya Pradesh,917633
India-Madhya Pradesh,917634
India-Madhya Pradesh,917635
India-Madhya Pradesh,917636
India-Madhya Pradesh,917637
India-Madhya Pradesh,917638
India-Madhya Pradesh,917640
India-Madhya Pradesh,917641
India-Madhya Pradesh,917642
India-Madhya Pradesh,917643
India-Madhya Pradesh,917644
India-Madhya Pradesh,917645
India-Madhya Pradesh,917646
India-Madhya Pradesh,917647
India-Madhya Pradesh,917648
India-Madhya Pradesh,917649
India-Madhya Pradesh,917650
India-Madhya Pradesh,917651
India-Madhya Pradesh,917652
India-Madhya Pradesh,917653
India-Madhya Pradesh,917655
India-Madhya Pradesh,917656
India-Madhya Pradesh,917657
India-Madhya Pradesh,917658
India-Madhya Pradesh,917659
India-Madhya Pradesh,917660
India-Madhya Pradesh,917661
India-Madhya Pradesh,917662
India-Madhya Pradesh,917663
India-Madhya Pradesh,917664
India-Madhya Pradesh,917670
India-Madhya Pradesh,917671
India-Madhya Pradesh,917672
India-Madhya Pradesh,917673
India-Madhya Pradesh,917674
India-Madhya Pradesh,917675
India-Madhya Pradesh,917680
India-Madhya Pradesh,917681
India-Madhya Pradesh,917682
India-Madhya Pradesh,917683
India-Madhya Pradesh,917684
India-Madhya Pradesh,917685
India-Madhya Pradesh,917686
India-Madhya Pradesh,917687
India-Madhya Pradesh,917688
India-Madhya Pradesh,917689
India-Madhya Pradesh,917690
India-Madhya Pradesh,917691
India-Madhya Pradesh,917692
India-Madhya Pradesh,917693
India-Madhya Pradesh,917694
India-Madhya Pradesh,917695
India-Madhya Pradesh,917700
India-Madhya Pradesh,917701
India-Madhya Pradesh,917703
India-Madhya Pradesh,917704
India-Madhya Pradesh,917705
India-Madhya Pradesh,917706
India-Madhya Pradesh,917707
India-Madhya Pradesh,91771
India-Madhya Pradesh,917720
India-Madhya Pradesh,917721
India-Madhya Pradesh,917722
India-Madhya Pradesh,917723
India-Madhya Pradesh,917724
India-Madhya Pradesh,917725
India-Madhya Pradesh,917726
India-Madhya Pradesh,917727
India-Madhya Pradesh,917728
India-Madhya Pradesh,917729
India-Madhya Pradesh,917730
India-Madhya Pradesh,917731
India-Madhya Pradesh,917732
India-Madhya Pradesh,917733
India-Madhya Pradesh,917734
India-Madhya Pradesh,917740
India-Madhya Pradesh,917741
India-Madhya Pradesh,917743
India-Madhya Pradesh,917744
India-Madhya Pradesh,917745
India-Madhya Pradesh,917746
India-Madhya Pradesh,917747
India-Madhya Pradesh,917748
India-Madhya Pradesh,917749
India-Madhya Pradesh,917750
India-Madhya Pradesh,917751
India-Madhya Pradesh,917752
India-Madhya Pradesh,917753
India-Madhya Pradesh,917754
India-Madhya Pradesh,917755
India-Madhya Pradesh,917756
India-Madhya Pradesh,917757
India-Madhya Pradesh,917758
India-Madhya Pradesh,917759
India-Madhya Pradesh,917761
India-Madhya Pradesh,917762
India-Madhya Pradesh,917763
India-Madhya Pradesh,917764
India-Madhya Pradesh,917765
India-Madhya Pradesh,917766
India-Madhya Pradesh,917767
India-Madhya Pradesh,917768
India-Madhya Pradesh,917769
India-Madhya Pradesh,917770
India-Madhya Pradesh,917771
India-Madhya Pradesh,917772
India-Madhya Pradesh,917773
India-Madhya Pradesh,917774
India-Madhya Pradesh,917775
India-Madhya Pradesh,917776
India-Madhya Pradesh,917777
India-Madhya Pradesh,917778
India-Madhya Pradesh,917779
India-Madhya Pradesh,917781
India-Madhya Pradesh,917782
India-Madhya Pradesh,917783
India-Madhya Pradesh,917784
India-Madhya Pradesh,917785
India-Madhya Pradesh,917786
India-Madhya Pradesh,917787
India-Madhya Pradesh,917788
India-Madhya Pradesh,917789
India-Madhya Pradesh,917790
India-Madhya Pradesh,917791
India-Madhya Pradesh,917792
India-Madhya Pradesh,917793
India-Madhya Pradesh,917794
India-Madhya Pradesh,917801
India-Madhya Pradesh,917802
India-Madhya Pradesh,917803
India-Madhya Pradesh,917804
India-Madhya Pradesh,917805
India-Madhya Pradesh,917806
India-Madhya Pradesh,917810
India-Madhya Pradesh,917811
India-Madhya Pradesh,917812
India-Madhya Pradesh,917813
India-Madhya Pradesh,917815
India-Madhya Pradesh,917816
India-Madhya Pradesh,917817
India-Madhya Pradesh,917818
India-Madhya Pradesh,917819
India-Madhya Pradesh,917820
India-Madhya Pradesh,917821
India-Madhya Pradesh,917822
India-Madhya Pradesh,917823
India-Madhya Pradesh,917824
India-Madhya Pradesh,917825
India-Madhya Pradesh,917826
India-Madhya Pradesh,917831
India-Madhya Pradesh,917832
India-Madhya Pradesh,917833
India-Madhya Pradesh,917834
India-Madhya Pradesh,917835
India-Madhya Pradesh,917836
India-Madhya Pradesh,917840
India-Madhya Pradesh,917841
India-Madhya Pradesh,917843
India-Madhya Pradesh,917844
India-Madhya Pradesh,917846
India-Madhya Pradesh,917847
India-Madhya Pradesh,917848
India-Madhya Pradesh,917849
India-Madhya Pradesh,917850
India-Madhya Pradesh,917851
India-Madhya Pradesh,917852
India-Madhya Pradesh,917853
India-Madhya Pradesh,917854
India-Madhya Pradesh,917855
India-Madhya Pradesh,917856
India-Madhya Pradesh,917857
India-Madhya Pradesh,917858
India-Madhya Pradesh,917859
India-Madhya Pradesh,917861
India-Madhya Pradesh,917862
India-Madhya Pradesh,917863
India-Madhya Pradesh,917864
India-Madhya Pradesh,917865
India-Madhya Pradesh,917866
India-Madhya Pradesh,917867
India-Madhya Pradesh,917868
India-Madhya Pradesh,91788
India-Maharashtra,912111
India-Maharashtra,912112
India-Maharashtra,912113
India-Maharashtra,912114
India-Maharashtra,912115
India-Maharashtra,912117
India-Maharashtra,912118
India-Maharashtra,912119
India-Maharashtra,91212
India-Maharashtra,912130
India-Maharashtra,912132
India-Maharashtra,912133
India-Maharashtra,912135
India-Maharashtra,912136
India-Maharashtra,912137
India-Maharashtra,912138
India-Maharashtra,912139
India-Maharashtra,912140
India-Maharashtra,912141
India-Maharashtra,912142
India-Maharashtra,912143
India-Maharashtra,912144
India-Maharashtra,912145
India-Maharashtra,912147
India-Maharashtra,912148
India-Maharashtra,912149
India-Maharashtra,91215
India-Maharashtra,912160
India-Maharashtra,912161
India-Maharashtra,912162
India-Maharashtra,912163
India-Maharashtra,912164
India-Maharashtra,912165
India-Maharashtra,912166
India-Maharashtra,912167
India-Maharashtra,912168
India-Maharashtra,912169
India-Maharashtra,91217
India-Maharashtra,912181
India-Maharashtra,912182
India-Maharashtra,912183
India-Maharashtra,912184
India-Maharashtra,912185
India-Maharashtra,912186
India-Maharashtra,912187
India-Maharashtra,912188
India-Maharashtra,912189
India-Maharashtra,912191
India-Maharashtra,912192
India-Maharashtra,912194
India-Maharashtra,91230
India-Maharashtra,91231
India-Maharashtra,912320
India-Maharashtra,912321
India-Maharashtra,912322
India-Maharashtra,912323
India-Maharashtra,912324
India-Maharashtra,912325
India-Maharashtra,912326
India-Maharashtra,912327
India-Maharashtra,912328
India-Maharashtra,912329
India-Maharashtra,91233
India-Maharashtra,912341
India-Maharashtra,912342
India-Maharashtra,912343
India-Maharashtra,912344
India-Maharashtra,912345
India-Maharashtra,912346
India-Maharashtra,912347
India-Maharashtra,912350
India-Maharashtra,912351
India-Maharashtra,912352
India-Maharashtra,912353
India-Maharashtra,912354
India-Maharashtra,912355
India-Maharashtra,912356
India-Maharashtra,912357
India-Maharashtra,912358
India-Maharashtra,912359
India-Maharashtra,912362
India-Maharashtra,912363
India-Maharashtra,912364
India-Maharashtra,912365
India-Maharashtra,912366
India-Maharashtra,912367
India-Maharashtra,912371
India-Maharashtra,912372
India-Maharashtra,912373
India-Maharashtra,912375
India-Maharashtra,912378
India-Maharashtra,912381
India-Maharashtra,912382
India-Maharashtra,912383
India-Maharashtra,912384
India-Maharashtra,912385
India-Maharashtra,91240
India-Maharashtra,91241
India-Maharashtra,912421
India-Maharashtra,912422
India-Maharashtra,912423
India-Maharashtra,912424
India-Maharashtra,912425
India-Maharashtra,912426
India-Maharashtra,912427
India-Maharashtra,912428
India-Maharashtra,912429
India-Maharashtra,912430
India-Maharashtra,912431
India-Maharashtra,912433
India-Maharashtra,912435
India-Maharashtra,912436
India-Maharashtra,912437
India-Maharashtra,912438
India-Maharashtra,912439
India-Maharashtra,912441
India-Maharashtra,912442
India-Maharashtra,912443
India-Maharashtra,912444
India-Maharashtra,912445
India-Maharashtra,912446
India-Maharashtra,912447
India-Maharashtra,912451
India-Maharashtra,912452
India-Maharashtra,912453
India-Maharashtra,912454
India-Maharashtra,912455
India-Maharashtra,912456
India-Maharashtra,912457
India-Maharashtra,912460
India-Maharashtra,912461
India-Maharashtra,912462
India-Maharashtra,912463
India-Maharashtra,912465
India-Maharashtra,912466
India-Maharashtra,912467
India-Maharashtra,912468
India-Maharashtra,912469
India-Maharashtra,912471
India-Maharashtra,912472
India-Maharashtra,912473
India-Maharashtra,912475
India-Maharashtra,912477
India-Maharashtra,912478
India-Maharashtra,912481
India-Maharashtra,912482
India-Maharashtra,912483
India-Maharashtra,912484
India-Maharashtra,912485
India-Maharashtra,912487
India-Maharashtra,912488
India-Maharashtra,912489
India-Maharashtra,91250
India-Maharashtra,91251
India-Maharashtra,912520
India-Maharashtra,912521
India-Maharashtra,912522
India-Maharashtra,912524
India-Maharashtra,912525
India-Maharashtra,912526
India-Maharashtra,912527
India-Maharashtra,912528
India-Maharashtra,912529
India-Maharashtra,91253
India-Maharashtra,912550
India-Maharashtra,912551
India-Maharashtra,912552
India-Maharashtra,912553
India-Maharashtra,912554
India-Maharashtra,912555
India-Maharashtra,912556
India-Maharashtra,912557
India-Maharashtra,912558
India-Maharashtra,912559
India-Maharashtra,912560
India-Maharashtra,912561
India-Maharashtra,912562
India-Maharashtra,912563
India-Maharashtra,912564
India-Maharashtra,912565
India-Maharashtra,912566
India-Maharashtra,912567
India-Maharashtra,912568
India-Maharashtra,912569
India-Maharashtra,91257
India-Maharashtra,912580
India-Maharashtra,912582
India-Maharashtra,912583
India-Maharashtra,912584
India-Maharashtra,912585
India-Maharashtra,912586
India-Maharashtra,912587
India-Maharashtra,912588
India-Maharashtra,912589
India-Maharashtra,912591
India-Maharashtra,912592
India-Maharashtra,912593
India-Maharashtra,912594
India-Maharashtra,912595
India-Maharashtra,912596
India-Maharashtra,912597
India-Maharashtra,912598
India-Maharashtra,917100
India-Maharashtra,917102
India-Maharashtra,917103
India-Maharashtra,917104
India-Maharashtra,917105
India-Maharashtra,917106
India-Maharashtra,917109
India-Maharashtra,917112
India-Maharashtra,917113
India-Maharashtra,917114
India-Maharashtra,917115
India-Maharashtra,917116
India-Maharashtra,917118
India-Maharashtra,91712
India-Maharashtra,917131
India-Maharashtra,917132
India-Maharashtra,917133
India-Maharashtra,917134
India-Maharashtra,917135
India-Maharashtra,917136
India-Maharashtra,917137
India-Maharashtra,917138
India-Maharashtra,917139
India-Maharashtra,917151
India-Maharashtra,917152
India-Maharashtra,917153
India-Maharashtra,917155
India-Maharashtra,917156
India-Maharashtra,917157
India-Maharashtra,917158
India-Maharashtra,917170
India-Maharashtra,917171
India-Maharashtra,917172
India-Maharashtra,917173
India-Maharashtra,917174
India-Maharashtra,917175
India-Maharashtra,917176
India-Maharashtra,917177
India-Maharashtra,917178
India-Maharashtra,917179
India-Maharashtra,917180
India-Maharashtra,917181
India-Maharashtra,917182
India-Maharashtra,917183
India-Maharashtra,917184
India-Maharashtra,917185
India-Maharashtra,917186
India-Maharashtra,917187
India-Maharashtra,917189
India-Maharashtra,917196
India-Maharashtra,917197
India-Maharashtra,917198
India-Maharashtra,917199
India-Maharashtra,917201
India-Maharashtra,917202
India-Maharashtra,917203
India-Maharashtra,91721
India-Maharashtra,917220
India-Maharashtra,917221
India-Maharashtra,917222
India-Maharashtra,917223
India-Maharashtra,917224
India-Maharashtra,917225
India-Maharashtra,917226
India-Maharashtra,917227
India-Maharashtra,917228
India-Maharashtra,917229
India-Maharashtra,917230
India-Maharashtra,917231
India-Maharashtra,917232
India-Maharashtra,917233
India-Maharashtra,917234
India-Maharashtra,917235
India-Maharashtra,917236
India-Maharashtra,917237
India-Maharashtra,917238
India-Maharashtra,917239
India-Maharashtra,91724
India-Maharashtra,917251
India-Maharashtra,917252
India-Maharashtra,917253
India-Maharashtra,917254
India-Maharashtra,917255
India-Maharashtra,917256
India-Maharashtra,917257
India-Maharashtra,917258
India-Maharashtra,917260
India-Maharashtra,917261
India-Maharashtra,917262
India-Maharashtra,917263
India-Maharashtra,917264
India-Maharashtra,917266
India-Maharashtra,917267
India-Maharashtra,917268
India-Maharashtra,917269
India-Maharashtra,917279
India-Maharashtra,91832
India-Maharashtra,918342
India-Maharashtra,918343
India-Maharashtra,918345
India-Maharashtra,918346
India-Mobile (Aircel),917277
India-Mobile (Aircel),917278
India-Mobile (Aircel),917293
India-Mobile (Aircel),917298
India-Mobile (Aircel),917299
India-Mobile (Aircel),917373
India-Mobile (Aircel),917399
India-Mobile (Aircel),917401
India-Mobile (Aircel),917402
India-Mobile (Aircel),917403
India-Mobile (Aircel),917502
India-Mobile (Aircel),917503
India-Mobile (Aircel),917504
India-Mobile (Aircel),918285
India-Mobile (Aircel),918286
India-Mobile (Aircel),918344
India-Mobile (Aircel),918410
India-Mobile (Aircel),918507
India-Mobile (Aircel),918508
India-Mobile (Aircel),918526
India-Mobile (Aircel),918553
India-Mobile (Aircel),918574
India-Mobile (Aircel),918575
India-Mobile (Aircel),918675
India-Mobile (Aircel),918679
India-Mobile (Aircel),918686
India-Mobile (Aircel),918759
India-Mobile (Aircel),918760
India-Mobile (Aircel),918796
India-Mobile (Aircel),918883
India-Mobile (Aircel),9189468
India-Mobile (Aircel),9189469
India-Mobile (Aircel),9189520
India-Mobile (Aircel),9189528
India-Mobile (Aircel),9189529
India-Mobile (Aircel),9189630
India-Mobile (Aircel),9189638
India-Mobile (Aircel),919094
India-Mobile (Aircel),919095
India-Mobile (Aircel),919097
India-Mobile (Aircel),919504
India-Mobile (Aircel),919524
India-Mobile (Aircel),919551
India-Mobile (Aircel),919563
India-Mobile (Aircel),919577
India-Mobile (Aircel),919578
India-Mobile (Aircel),919613
India-Mobile (Aircel),919614
India-Mobile (Aircel),919615
India-Mobile (Aircel),919658
India-Mobile (Aircel),919659
India-Mobile (Aircel),919688
India-Mobile (Aircel),919697
India-Mobile (Aircel),919698
India-Mobile (Aircel),919700
India-Mobile (Aircel),919710
India-Mobile (Aircel),919715
India-Mobile (Aircel),919716
India-Mobile (Aircel),919722
India-Mobile (Aircel),919738
India-Mobile (Aircel),919750
India-Mobile (Aircel),919762
India-Mobile (Aircel),919768
India-Mobile (Aircel),919782
India-Mobile (Aircel),919788
India-Mobile (Aircel),919802
India-Mobile (Aircel),919803
India-Mobile (Aircel),919804
India-Mobile (Aircel),919806
India-Mobile (Aircel),919807
India-Mobile (Aircel),919808
India-Mobile (Aircel),919809
India-Mobile (Aircel),919841
India-Mobile (Aircel),919842
India-Mobile (Aircel),919851
India-Mobile (Aircel),919852
India-Mobile (Aircel),919853
India-Mobile (Aircel),919854
India-Mobile (Aircel),919856
India-Mobile (Aircel),919857
India-Mobile (Aircel),919858
India-Mobile (Aircel),919859
India-Mobile (Aircel),919865
India-Mobile (Aircel),919941
India-Mobile (Aircel),919942
India-Mobile (Aircel),919965
India-Mobile (Aircel),919976
India-Mobile (BSNL),917376
India-Mobile (BSNL),917382
India-Mobile (BSNL),917579
India-Mobile (BSNL),917587
India-Mobile (BSNL),917588
India-Mobile (BSNL),917589
India-Mobile (BSNL),917597
India-Mobile (BSNL),917598
India-Mobile (BSNL),917599
India-Mobile (BSNL),918004
India-Mobile (BSNL),918005
India-Mobile (BSNL),918275
India-Mobile (BSNL),918277
India-Mobile (BSNL),918300
India-Mobile (BSNL),918500
India-Mobile (BSNL),918544
India-Mobile (BSNL),918547
India-Mobile (BSNL),918762
India-Mobile (BSNL),918763
India-Mobile (BSNL),918764
India-Mobile (BSNL),918765
India-Mobile (BSNL),918895
India-Mobile (BSNL),918900
India-Mobile (BSNL),918901
India-Mobile (BSNL),918902
India-Mobile (BSNL),918903
India-Mobile (BSNL),918985
India-Mobile (BSNL),918986
India-Mobile (BSNL),918987
India-Mobile (BSNL),918988
India-Mobile (BSNL),918989
India-Mobile (BSNL),9194
India-Mobile (Bharti),917250
India-Mobile (Bharti),917259
India-Mobile (Bharti),9197
India-Mobile (Bharti),9198
India-Mobile (Bharti),9199
India-Mobile (Other),917301
India-Mobile (Other),917302
India-Mobile (Other),917309
India-Mobile (Other),91735
India-Mobile (Other),917377
India-Mobile (Other),917383
India-Mobile (Other),917384
India-Mobile (Other),917385
India-Mobile (Other),917386
India-Mobile (Other),917387
India-Mobile (Other),917388
India-Mobile (Other),917389
India-Mobile (Other),917396
India-Mobile (Other),917398
India-Mobile (Other),917500
India-Mobile (Other),917568
India-Mobile (Other),917600
India-Mobile (Other),917602
India-Mobile (Other),917607
India-Mobile (Other),917654
India-Mobile (Other),917697
India-Mobile (Other),917698
India-Mobile (Other),917699
India-Mobile (Other),917702
India-Mobile (Other),917708
India-Mobile (Other),917709
India-Mobile (Other),917738
India-Mobile (Other),917739
India-Mobile (Other),917742
India-Mobile (Other),917760
India-Mobile (Other),917807
India-Mobile (Other),917808
India-Mobile (Other),917809
India-Mobile (Other),917814
India-Mobile (Other),917827
India-Mobile (Other),917828
India-Mobile (Other),917860
India-Mobile (Other),917869
India-Mobile (Other),917870
India-Mobile (Other),917871
India-Mobile (Other),917890
India-Mobile (Other),917891
India-Mobile (Other),917893
India-Mobile (Other),917894
India-Mobile (Other),917895
India-Mobile (Other),917896
India-Mobile (Other),917897
India-Mobile (Other),917898
India-Mobile (Other),917899
India-Mobile (Other),918000
India-Mobile (Other),918001
India-Mobile (Other),918002
India-Mobile (Other),918003
